Zipcode,Latitude,Longitude,City,County,Metro,State,MedianPriceAll,MedianPrice1Bed,MedianPrice2Bed,MedianPrice3Bed,MedianPrice4Bed,MedianPrice5PlusBed
20148,38.996109,-77.520849,Ashburn,Loudoun,Washington,VA,609900,204700,257400,444000,700500,783700
20170,38.979842,-77.37975,Herndon,Fairfax,Washington,VA,449400,187600,232700,369500,518700,569800
20171,38.923848,-77.396501,Herndon,Fairfax,Washington,VA,591200,219600,308800,446400,657800,737800
20175,39.064437,-77.603993,Leesburg,Loudoun,Washington,VA,488800,158100,187500,352900,588400,652800
20190,38.959322,-77.339298,Reston,Fairfax,Washington,VA,416400,274900,383100,462600,517300,657500
20191,38.934645,-77.351702,Reston,Fairfax,Washington,VA,429700,204900,269600,415100,614900,652100
20814,39.004989,-77.10149,Bethesda,Montgomery,Washington,MD,686900,215500,405300,755200,826800,1267700
20815,38.983386,-77.079346,Friendship Village,Montgomery,Washington,MD,873100,304800,631600,880900,1131200,1593300
20852,39.051991,-77.121931,North Bethesda,Montgomery,Washington,MD,406700,250200,380500,631200,680000,857900
20906,39.087321,-77.057159,Silver Spring,Montgomery,Washington,MD,328900,110100,180900,329600,388000,458000
21842,38.350536,-75.12888,Ocean City,Worcester,Salisbury,MD,244700,157200,243800,346600,501400,752400
22003,38.829817,-77.215318,Annandale,Fairfax,Washington,VA,513800,144400,192900,428300,606400,645800
22015,38.787814,-77.278973,Burke,Fairfax,Washington,VA,494700,209900,257400,390700,606500,623000
22030,38.837138,-77.340466,Fairfax,Fairfax,Washington,VA,524000,217400,304300,488600,643600,768600
22031,38.858916,-77.260258,Fairfax,Fairfax,Washington,VA,512600,183900,282800,462100,716500,777600
22033,38.875218,-77.384713,Fairfax,Fairfax,Washington,VA,465300,195400,280900,455400,586900,734900
22041,38.849321,-77.141472,Falls Church,Fairfax,Washington,VA,307700,189100,268100,430100,662200,747700
22042,38.865024,-77.197125,Falls Church,Fairfax,Washington,VA,483900,242700,342800,493300,553900,617400
22043,38.900858,-77.19588,Falls Church,Fairfax,Washington,VA,568200,190900,349800,536900,737400,853100
22044,38.862044,-77.154372,Falls Church,Fairfax,Washington,VA,418800,150100,193600,600000,692100,782000
22046,38.886334,-77.180975,Falls Church,Fairfax,Washington,VA,683100,248000,371900,706600,816700,1120000
22079,38.674606,-77.209739,Lorton,Fairfax,Washington,VA,446500,204100,283800,393300,637100,755000
22101,38.940203,-77.164882,Mc Lean,Fairfax,Washington,VA,972000,231400,805400,841500,951400,1270600
22102,38.95095,-77.229544,Mc Lean,Fairfax,Washington,VA,494900,252200,367900,661300,1199500,1814100
22124,38.89548,-77.331607,Oakton,Fairfax,Washington,VA,736200,202300,278300,546800,831500,1098800
22152,38.774493,-77.232029,Springfield,Fairfax,Washington,VA,462300,161700,235200,415500,533300,565500
22180,38.895439,-77.256133,Vienna,Fairfax,Washington,VA,642200,300100,385100,620000,700300,856000
22181,38.906651,-77.293388,Vienna,Fairfax,Washington,VA,727700,243000,367900,566400,783100,824400
22192,38.683699,-77.314673,Woodbridge,Prince William,Washington,VA,326200,127500,207200,294700,458900,507500
22201,38.886565,-77.095231,Arlington,Arlington,Washington,VA,599500,378300,616900,874200,1083000,1497600
22202,38.856868,-77.051492,Arlington,Arlington,Washington,VA,615400,332600,542000,796400,909300,1058100
22203,38.873718,-77.117325,Arlington,Arlington,Washington,VA,539200,354800,541500,740200,831300,974900
22204,38.860791,-77.098972,Arlington,Arlington,Washington,VA,492200,236000,385800,635600,727600,795000
22207,38.906665,-77.124238,Arlington,Arlington,Washington,VA,906900,254900,715400,876400,1028700,1371400
22302,38.827888,-77.083132,Alexandria,Alexandria City,Washington,VA,323400,225500,316900,440400,897900,1366800
22307,38.771982,-77.057273,Belle Haven,Fairfax,Washington,VA,535400,164300,234000,606800,735500,837700
22309,38.720336,-77.106155,Mount Vernon,Fairfax,Washington,VA,390100,143100,164100,345800,534300,629400
22310,38.783717,-77.122678,Franconia,Fairfax,Washington,VA,444000,174500,297700,428600,557200,620800
22312,38.815789,-77.154271,Lincolnia,Fairfax,Washington,VA,426500,156500,279900,446000,567100,627800
22401,38.299272,-77.486658,Fredericksburg,Spotsylvania,Washington,VA,308900,206300,220100,292100,376300,454500
22602,39.144249,-78.284807,Winchester,Frederick,Winchester,VA,241100,155600,162600,215800,347200,395700
22901,38.087705,-78.552744,Charlottesville,Albemarle,Charlottesville,VA,287900,102500,164300,266100,423500,555400
22902,37.910276,-78.52212,Charlottesville,Albemarle,Charlottesville,VA,263500,150500,221300,260700,340200,378900
22903,38.006972,-78.59506,Charlottesville,Albemarle,Charlottesville,VA,277000,169100,205400,268300,434400,538400
22911,38.097005,-78.410147,Charlottesville,Albemarle,Charlottesville,VA,299800,129800,176600,266000,377800,494900
23061,37.427731,-76.537584,Gloucester,Gloucester,Virginia Beach,VA,208100,146300,169100,210000,287500,336400
23114,37.482226,-77.659771,Midlothian,Chesterfield,Richmond,VA,284300,112600,196100,234900,294200,383700
23185,37.228498,-76.718509,Williamsburg,James City,Virginia Beach,VA,310100,153100,168900,266800,393300,509100
23220,37.549349,-77.460606,Richmond,Richmond City,Richmond,VA,247100,175600,187800,264900,469700,818600
23221,37.553306,-77.493558,Richmond,Richmond City,Richmond,VA,378600,175100,215900,375600,530400,976700
23223,37.557767,-77.378886,Richmond,Richmond City,Richmond,VA,141100,203600,99000,136400,192300,253300
23320,36.751734,-76.217637,Chesapeake,Chesapeake City,Virginia Beach,VA,236700,114700,147400,218900,307800,425600
23451,36.865027,-76.006188,Virginia Beach,Virginia Beach City,Virginia Beach,VA,380800,159800,228700,421500,684500,902300
23453,36.783649,-76.071784,Virginia Beach,Virginia Beach City,Virginia Beach,VA,227200,107400,136500,218700,301400,422400
23454,36.818062,-76.030835,Virginia Beach,Virginia Beach City,Virginia Beach,VA,282700,161300,166200,259400,381000,639200
23462,36.837313,-76.150514,Virginia Beach,Virginia Beach City,Virginia Beach,VA,199900,103600,150000,198600,258600,335600
23503,36.948787,-76.266459,Norfolk,Norfolk City,Virginia Beach,VA,180600,112800,150800,180300,216900,252000
23507,36.864564,-76.303218,Norfolk,Norfolk City,Virginia Beach,VA,382200,145500,178600,371500,465600,572700
23669,37.050277,-76.342873,Hampton,Hampton City,Virginia Beach,VA,166700,83500,100800,160900,217600,282300
24018,37.213055,-80.041739,Roanoke,Roanoke City,Roanoke,VA,213800,96100,138400,193400,277800,422800
24153,37.302506,-80.114325,Salem,Salem City,Roanoke,VA,161900,107400,119700,163500,238100,347400
24541,36.588822,-79.5151,Danville,Danville City,Danville,VA,71700,40700,52600,83200,146000,203100
27103,36.05823,-80.321496,Winston-Salem,Forsyth,Winston-Salem,NC,140400,76100,103700,144200,195400,223700
27104,36.093687,-80.323532,Winston-Salem,Forsyth,Winston-Salem,NC,196300,63500,91300,171700,342900,564400
27107,36.013158,-80.175491,Winston-Salem,Forsyth,Winston-Salem,NC,120500,56000,49000,127000,161400,208400
27215,36.027099,-79.491799,Burlington,Alamance,Burlington,NC,145800,67500,84200,147500,220600,264100
27217,36.190945,-79.380185,Burlington,Alamance,Burlington,NC,100100,67900,72700,107600,145600,170500
27253,35.966166,-79.347351,Graham,Alamance,Burlington,NC,140500,76500,92000,144700,188300,235200
27260,35.954467,-79.987882,High Point,Guilford,,NC,57000,46900,50300,68200,108700,56800
27284,36.116121,-80.081865,Kernersville,Forsyth,Winston-Salem,NC,158300,57300,91900,153100,229100,273100
27292,35.738325,-80.207547,Lexington,Davidson,Winston-Salem,NC,110100,123700,87500,121500,196000,228600
27295,35.871767,-80.31018,Lexington,Davidson,Winston-Salem,NC,123700,71300,85900,140800,214700,270100
27360,35.86058,-80.099288,Thomasville,Davidson,Winston-Salem,NC,109700,66500,71700,114800,173200,233900
27401,36.06914,-79.765159,Greensboro,Guilford,,NC,72600,106700,58200,77400,141000,69100
27405,36.114921,-79.73703,Greensboro,Guilford,,NC,95600,61300,64600,99300,146700,91500
27406,36.000542,-79.764677,Greensboro,Guilford,,NC,116500,54300,64200,115500,188500,120200
27410,36.117523,-79.894239,Greensboro,Guilford,,NC,209500,73100,109400,186600,273000,344300
27516,35.906197,-79.154855,Chapel Hill,Orange,Durham,NC,336500,177400,211800,286400,478400,544000
27517,35.850468,-79.023121,Chapel Hill,Orange,Durham,NC,400700,250800,222300,322900,481600,779000
27549,36.101663,-78.232233,Louisburg,Franklin,Raleigh,NC,145300,99500,100500,152400,227500,312100
27701,35.99924,-78.897944,Durham,Durham,Durham,NC,148700,459800,111200,150500,251900,330100
27703,35.959253,-78.806827,Durham,Durham,Durham,NC,166900,155900,99500,160100,231300,277800
27705,36.022136,-78.975659,Durham,Durham,Durham,NC,245500,100900,149700,228800,378100,462200
27858,35.53175,-77.283888,Greenville,Pitt,Greenville,NC,143900,57200,74000,142800,247900,334000
28025,35.382677,-80.523467,Concord,Cabarrus,Charlotte,NC,164700,88800,108800,167400,267400,338900
28027,35.406991,-80.685957,Concord,Cabarrus,Charlotte,NC,202400,99900,104700,183600,287600,339300
28054,35.262879,-81.149075,Gastonia,Gaston,Charlotte,NC,129100,54900,63400,140900,189100,301500
28092,35.485761,-81.254558,Lincolnton,Lincoln,Charlotte,NC,122600,73800,85100,134800,192400,239300
28115,35.58591,-80.772464,Mooresville,Iredell,Charlotte,NC,183600,91600,104300,176700,258900,317000
28117,35.565695,-80.898335,Mooresville,Iredell,Charlotte,NC,351700,406500,174100,281200,483600,716500
28203,35.208185,-80.859107,Charlotte,Mecklenburg,Charlotte,NC,357900,196200,297600,487700,835000,1024600
28207,35.194148,-80.824585,Charlotte,Mecklenburg,Charlotte,NC,823500,137500,230600,761000,1187100,1689300
28208,35.230466,-80.907243,Charlotte,Mecklenburg,Charlotte,NC,93800,66100,80400,103500,127000,160200
28209,35.178714,-80.853985,Charlotte,Mecklenburg,Charlotte,NC,322900,149600,224300,347900,705400,1055400
28210,35.130509,-80.856685,Charlotte,Mecklenburg,Charlotte,NC,314600,102700,137100,290600,438700,775600
28211,35.166342,-80.797285,Charlotte,Mecklenburg,Charlotte,NC,420400,138800,161300,367400,553800,1352800
28226,35.102697,-80.822129,Charlotte,Mecklenburg,Charlotte,NC,344300,76200,131200,256600,461400,795700
28270,35.112079,-80.764415,Charlotte,Mecklenburg,Charlotte,NC,346100,96500,130300,256700,417500,542300
28401,34.272145,-77.962018,Wilmington,New Hanover,Wilmington,NC,129600,109200,114900,135000,193200,289900
28412,34.143756,-77.928152,Wilmington,New Hanover,Wilmington,NC,191200,100300,127500,200700,311200,377100
28428,34.046841,-77.909659,Carolina Beach,New Hanover,Wilmington,NC,262800,150800,215400,303400,377700,427600
28460,34.541298,-77.418235,North Topsail Beach,Onslow,Jacksonville,NC,201100,73700,159900,194900,302500,500600
28469,33.926428,-78.46682,Ocean Isle Beach,Brunswick,Myrtle Beach,NC,302600,176900,180900,283900,452500,706300
28601,35.772393,-81.326659,Hickory,Catawba,Hickory,NC,136800,60300,85400,139800,247600,327000
28602,35.669886,-81.389208,Hickory,Catawba,Hickory,NC,104400,56400,68100,125300,169700,182400
28655,35.763266,-81.749862,Morganton,Burke,Hickory,NC,107500,72400,77400,113600,171300,221100
28711,35.605271,-82.291854,Black Mountain,Buncombe,Asheville,NC,243500,160900,196200,257100,345700,387700
28716,35.439331,-82.847944,Canton,Haywood,Asheville,NC,131600,105500,126900,165200,190500,253800
28785,35.653307,-83.139769,Waynesville,Haywood,Asheville,NC,183200,116500,178800,242300,306000,366500
28786,35.462005,-82.989068,Waynesville,Haywood,Asheville,NC,164700,106500,135700,187400,264900,354000
28801,35.594348,-82.557917,Asheville,Buncombe,Asheville,NC,325500,353200,260100,323300,435900,612500
28803,35.531707,-82.523017,Asheville,Buncombe,Asheville,NC,261100,146500,179000,265000,486800,1027000
28804,35.648442,-82.563811,Asheville,Buncombe,Asheville,NC,372000,149500,241700,373500,503700,757800
29205,33.990057,-80.997249,Columbia,Richland,Columbia,SC,188500,89300,109200,199800,388900,455900
29210,34.046162,-81.10658,Columbia,Richland,Columbia,SC,108100,60400,72000,110200,156900,204700
29303,34.995627,-81.9604,Spartanburg,Spartanburg,Spartanburg,SC,83600,53500,58700,92500,114800,147200
29349,35.067335,-82.068095,Inman,Spartanburg,Spartanburg,SC,148600,78000,93000,152100,256300,273700
29601,34.847112,-82.402264,Greenville,Greenville,Greenville,SC,212600,113000,131400,191700,496600,582500
29605,34.774425,-82.37661,Greenville,Greenville,Greenville,SC,133500,71000,89500,128900,316400,664000
29609,34.912592,-82.38817,Greenville,Greenville,Greenville,SC,187700,87200,107700,196800,311200,518300
29928,32.163171,-80.755765,Hilton Head Island,Beaufort,Hilton Head Island,SC,408100,169200,267600,573200,1010100,1759500
30012,33.717806,-84.002515,Conyers,Rockdale,Atlanta,GA,107400,53800,47300,106900,176300,204300
30030,33.771947,-84.29027,Decatur,Dekalb,Atlanta,GA,437500,184600,292600,460900,656000,796400
30041,34.204626,-84.100357,Cumming,Forsyth,Atlanta,GA,325000,139800,142600,254500,360000,500300
30060,33.926431,-84.541629,Marietta,Cobb,Atlanta,GA,140000,127500,105400,142300,197900,249300
30064,33.940455,-84.609708,Marietta,Cobb,Atlanta,GA,265700,80000,154200,218600,316700,476200
30067,33.934278,-84.462185,Marietta,Cobb,Atlanta,GA,228100,91800,120600,189700,522600,900600
30080,33.86994,-84.498081,Smyrna,Cobb,Atlanta,GA,234700,106300,148800,233500,443600,548400
30084,33.854097,-84.216155,Tucker,Dekalb,Atlanta,GA,210100,69500,117600,203400,293000,339200
30223,33.288801,-84.279923,Griffin,Spalding,Atlanta,GA,74600,39100,41700,87700,119100,140800
30286,32.879167,-84.330566,Thomaston,Upson,Thomaston,GA,61000,41700,49200,81900,183700,198700
30305,33.835696,-84.389116,Atlanta,Fulton,Atlanta,GA,566000,151600,337700,714500,1145700,1832300
30306,33.789323,-84.351498,Atlanta,Fulton,Atlanta,GA,650800,177800,395800,680500,863500,1189700
30307,33.771079,-84.3336,Atlanta,Fulton,Atlanta,GA,486500,229900,379100,509400,710200,918300
30309,33.799884,-84.385805,Atlanta,Fulton,Atlanta,GA,309900,210500,335800,682800,1225700,1587800
30310,33.726586,-84.425995,Atlanta,Fulton,Atlanta,GA,68100,81300,59800,72000,84000,117900
30316,33.711546,-84.331796,Atlanta,Fulton,Atlanta,GA,229200,217300,238900,213000,308100,354500
30319,33.875954,-84.334763,Brookhaven,Dekalb,Atlanta,GA,480100,170000,344200,488100,689300,1067100
30324,33.818405,-84.358175,Atlanta,Fulton,Atlanta,GA,369800,134200,231300,463800,732200,1110100
30328,33.932538,-84.385947,Sandy Springs,Fulton,Atlanta,GA,406700,104300,163800,394700,527800,713600
30329,33.827479,-84.323017,North Druid Hills,Dekalb,Atlanta,GA,384100,156900,247100,390800,508900,748600
30338,33.946218,-84.318119,Dunwoody,Dekalb,Atlanta,GA,461200,132700,229500,424800,492300,603500
30342,33.882179,-84.375289,Sandy Springs,Fulton,Atlanta,GA,591500,122800,250700,539600,794400,1377400
30506,34.346947,-83.895595,Gainesville,Hall,Gainesville,GA,216500,129600,135900,191600,377700,455000
30523,34.716543,-83.552878,Clarkesville,Habersham,Cornelia,GA,169100,135300,133600,173900,301900,364200
30605,33.905911,-83.323577,Athens,Clarke,Athens,GA,146200,91700,101100,149700,189800,244900
30901,33.437213,-81.956156,Augusta,Richmond,Augusta,GA,44900,39100,39400,48200,63100,126900
30904,33.478289,-82.014102,Augusta,Richmond,Augusta,GA,78900,41000,52100,85200,145500,297700
30906,33.346732,-81.967703,Augusta,Richmond,Augusta,GA,64400,39800,44400,64200,95300,111600
31401,32.074679,-81.088261,Savannah,Chatham,Savannah,GA,243200,209700,230200,247700,327000,760900
31410,32.028784,-80.992683,Wilmington Island,Chatham,Savannah,GA,244800,86500,143700,239100,356600,732800
32003,30.095584,-81.710162,Fleming Island,Clay,Jacksonville,FL,258900,74800,115100,227300,298900,390600
32034,30.609692,-81.49172,Fernandina Beach,Nassau,Jacksonville,FL,331600,254600,254300,328100,406800,552600
32065,30.152238,-81.797016,Orange Park,Clay,Jacksonville,FL,181700,71900,87400,151900,215700,284300
32068,30.083262,-81.890855,Middleburg,Clay,Jacksonville,FL,166000,50000,125800,153700,211900,278300
32114,29.192394,-81.046774,Daytona Beach,Volusia,Daytona Beach,FL,91300,53000,71700,119100,138600,176800
32168,28.963773,-81.029413,New Smyrna Beach,Volusia,Daytona Beach,FL,210400,116800,159900,235400,371700,431500
32169,28.965461,-80.866467,New Smyrna Beach,Volusia,Daytona Beach,FL,324900,169800,295100,414800,773600,1134300
32174,29.284784,-81.161348,Ormond Beach,Volusia,Daytona Beach,FL,229100,103600,141700,227300,332400,465700
32176,29.331582,-81.062507,Ormond Beach,Volusia,Daytona Beach,FL,221300,162000,171200,244100,337800,921800
32205,30.298806,-81.72124,Jacksonville,Duval,Jacksonville,FL,133800,64800,110700,135500,318500,519000
32206,30.350191,-81.638776,Jacksonville,Duval,Jacksonville,FL,67600,59700,53200,65800,121300,173700
32210,30.266582,-81.745526,Jacksonville,Duval,Jacksonville,FL,120300,57100,91200,117100,181800,385600
32216,30.277467,-81.582904,Jacksonville,Duval,Jacksonville,FL,150300,91700,117400,155300,232800,299500
32217,30.22918,-81.621158,Jacksonville,Duval,Jacksonville,FL,186800,42900,91100,184800,295400,527100
32225,30.357756,-81.505829,Jacksonville,Duval,Jacksonville,FL,222500,70900,112800,199100,266300,407400
32246,30.29376,-81.517139,Jacksonville,Duval,Jacksonville,FL,164800,107100,114900,167900,255400,319700
32256,30.175204,-81.472784,Jacksonville,Duval,Jacksonville,FL,170200,72500,117400,169000,385500,518400
32401,30.159737,-85.660922,Panama City,Bay,Panama City,FL,107600,69000,77500,122200,183400,252400
32408,30.142185,-85.732678,Panama City,Bay,Panama City,FL,222900,158000,227000,257700,382500,89200
32413,30.3103,-85.905314,Panama City Beach,Bay,Panama City,FL,266800,167100,235600,281900,690500,1554000
32541,30.392765,-86.469506,Destin,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,324300,198400,218700,328100,614700,1065200
32548,30.403001,-86.650482,Fort Walton Beach,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,182900,169200,118200,166400,231300,279500
32550,30.384938,-86.345477,Miramar Beach,Walton,Crestview-Fort Walton Beach-Destin,FL,372300,194900,297600,433400,726200,1328800
32570,30.804825,-86.967268,Milton,Santa Rosa,Pensacola,FL,135600,75900,81100,132000,201200,265500
32583,30.592511,-86.971003,Milton,Santa Rosa,Pensacola,FL,149900,86000,99200,143300,216800,258600
32601,29.64897,-82.324941,Gainesville,Alachua,Gainesville,FL,122600,54500,102400,130900,195600,260400
32605,29.67918,-82.372822,Gainesville,Alachua,Gainesville,FL,174000,50000,122800,169000,266500,440400
32607,29.647414,-82.419109,Gainesville,Alachua,Gainesville,FL,162600,51900,85600,182800,329800,561700
32608,29.597009,-82.407808,Gainesville,Alachua,Gainesville,FL,199100,59100,89500,226600,327300,596600
32720,29.003383,-81.368584,Deland,Volusia,Daytona Beach,FL,165800,93600,111400,176200,243900,294800
32751,28.6304,-81.365046,Maitland,Orange,Orlando,FL,273000,90300,129700,255700,435000,575500
32789,28.599188,-81.352273,Winter Park,Orange,Orlando,FL,395100,124100,221900,380500,774400,1227000
32792,28.610096,-81.298342,Goldenrod,Seminole,Orlando,FL,220400,70300,98800,230100,314000,374300
32804,28.57829,-81.396428,Orlando,Orange,Orlando,FL,294300,110600,249300,314000,498300,682200
32812,28.483991,-81.322838,Orlando,Orange,Orlando,FL,228800,61200,118000,226900,293000,356100
32940,28.19912,-80.781941,Rockledge,Brevard,Melbourne,FL,270000,91300,175900,255900,363100,472800
32962,27.587819,-80.382865,Vero Beach,Indian River,Vero Beach,FL,132300,52900,97700,163200,278100,292700
32963,27.718239,-80.393276,Vero Beach,Indian River,Vero Beach,FL,569900,229200,369500,652800,1573000,2971000
32967,27.715491,-80.454288,Vero Beach,Indian River,Vero Beach,FL,203900,94100,139000,214700,330300,300400
33012,25.866106,-80.301115,Hialeah,Miami-Dade,Miami-Fort Lauderdale,FL,203700,109000,139900,287100,332600,354600
33014,25.9031,-80.302654,Hialeah,Miami-Dade,Miami-Fort Lauderdale,FL,224700,119700,175400,291600,388300,505900
33019,26.027459,-80.120219,Hollywood,Broward,Miami-Fort Lauderdale,FL,363700,244600,379400,624700,740600,1751900
33021,26.02313,-80.186539,Hollywood,Broward,Miami-Fort Lauderdale,FL,259000,82300,174000,342400,441300,689800
33026,26.026198,-80.295994,Pembroke Pines,Broward,Miami-Fort Lauderdale,FL,247100,90700,174700,273700,432800,539700
33027,25.988101,-80.340444,Miramar,Broward,Miami-Fort Lauderdale,FL,308200,81300,124500,326500,411700,476600
33037,25.228322,-80.395451,Key Largo,Monroe,Key West,FL,587700,317200,412700,758700,1898000,2885900
33040,24.560908,-81.889478,Key West,Monroe,Key West,FL,599000,522100,546900,696000,1194100,2313800
33064,26.278502,-80.1153,Pompano Beach,Broward,Miami-Fort Lauderdale,FL,178800,71400,146000,221800,478700,1875400
33065,26.274498,-80.2604,Coral Springs,Broward,Miami-Fort Lauderdale,FL,193100,70800,100900,285500,356200,398300
33129,25.750167,-80.190028,Miami,Miami-Dade,Miami-Fort Lauderdale,FL,467900,280000,483700,704400,969400,1717400
33133,25.728662,-80.239996,Miami,Miami-Dade,Miami-Fort Lauderdale,FL,584100,226800,457500,774200,1334400,2469500
33134,25.753332,-80.270379,Coral Gables,Miami-Dade,Miami-Fort Lauderdale,FL,459300,222500,375100,596000,916900,1491200
33137,25.816281,-80.171528,Miami,Miami-Dade,Miami-Fort Lauderdale,FL,328900,256400,412100,809200,1169500,2108500
33140,25.819714,-80.133711,Miami Beach,Miami-Dade,Miami-Fort Lauderdale,FL,469700,358800,575300,1251400,1663600,3540500
33141,25.851854,-80.138726,Miami Beach,Miami-Dade,Miami-Fort Lauderdale,FL,265800,182600,327500,845800,1716500,3693000
33143,25.703032,-80.297375,Glenvar Heights,Miami-Dade,Miami-Fort Lauderdale,FL,465300,141600,237700,585900,974000,2468500
33144,25.763458,-80.312667,Miami,Miami-Dade,Miami-Fort Lauderdale,FL,316900,128800,286900,332200,363400,418500
33145,25.753132,-80.234427,Miami,Miami-Dade,Miami-Fort Lauderdale,FL,376700,221400,357100,413900,459500,530100
33146,25.72085,-80.272571,Coral Gables,Miami-Dade,Miami-Fort Lauderdale,FL,902100,206500,448700,898100,1246600,1931100
33147,25.851225,-80.238166,West Little River,Miami-Dade,Miami-Fort Lauderdale,FL,169900,125500,146000,180700,212900,232700
33149,25.719513,-80.168541,Key Biscayne,Miami-Dade,Miami-Fort Lauderdale,FL,1123100,411000,876400,1999700,2891500,3686100
33154,25.883337,-80.131831,Bal Harbour,Miami-Dade,Miami-Fort Lauderdale,FL,671500,294700,684900,1177300,2112800,4231200
33156,25.668203,-80.29701,Pinecrest,Miami-Dade,Miami-Fort Lauderdale,FL,753400,162100,245400,642100,1015900,2011600
33157,25.606126,-80.343496,Village of Palmetto Bay,Miami-Dade,Miami-Fort Lauderdale,FL,292200,97400,135100,285200,424300,629000
33160,25.933997,-80.135801,Sunny Isles Beach,Miami-Dade,Miami-Fort Lauderdale,FL,336900,177700,346900,1093700,2219200,3384400
33173,25.70232,-80.357503,Kendall,Miami-Dade,Miami-Fort Lauderdale,FL,320300,126700,206600,326500,407700,693400
33175,25.734787,-80.406761,Tamiami,Miami-Dade,Miami-Fort Lauderdale,FL,325100,126800,174800,320100,408700,621300
33176,25.659873,-80.358354,Kendall,Miami-Dade,Miami-Fort Lauderdale,FL,274800,124800,161300,369800,518500,848500
33178,25.834607,-80.422908,Doral,Miami-Dade,Miami-Fort Lauderdale,FL,326200,188800,231800,322000,451200,761100
33180,25.960389,-80.143113,Aventura,Miami-Dade,Miami-Fort Lauderdale,FL,369700,226600,354700,575300,933600,1448300
33181,25.897992,-80.152331,North Miami,Miami-Dade,Miami-Fort Lauderdale,FL,196700,128700,214700,672900,1233300,1960400
33183,25.702563,-80.404682,Kendale Lakes,Miami-Dade,Miami-Fort Lauderdale,FL,217500,125700,169100,245000,366600,745000
33186,25.654426,-80.412156,The Crossings,Miami-Dade,Miami-Fort Lauderdale,FL,288800,129400,213700,292100,367100,480300
33301,26.121323,-80.127909,Fort Lauderdale,Broward,Miami-Fort Lauderdale,FL,506700,222500,381100,799500,1622300,2858700
33308,26.188511,-80.104988,Fort Lauderdale,Broward,Miami-Fort Lauderdale,FL,366700,176100,337900,669100,977200,2054700
33312,26.088128,-80.181807,Fort Lauderdale,Broward,Miami-Fort Lauderdale,FL,244700,181300,217500,248100,378700,570200
33317,26.1126,-80.227875,Plantation,Broward,Miami-Fort Lauderdale,FL,297700,86400,126400,323100,416100,469400
33324,26.112485,-80.27494,Plantation,Broward,Miami-Fort Lauderdale,FL,213500,99000,165400,250400,444500,874700
33328,26.068175,-80.274812,Davie,Broward,Miami-Fort Lauderdale,FL,356300,119700,211000,352200,434100,882000
33408,26.840483,-80.052158,North Palm Beach,Palm Beach,Miami-Fort Lauderdale,FL,321200,124300,249900,481300,643600,3042100
33409,26.714559,-80.095821,West Palm Beach,Palm Beach,Miami-Fort Lauderdale,FL,146000,88300,119600,269400,256100,336000
33410,26.845662,-80.08735,Palm Beach Gardens,Palm Beach,Miami-Fort Lauderdale,FL,325700,145800,206800,378700,361400,1011900
33411,26.720012,-80.193151,Royal Palm Beach,Palm Beach,Miami-Fort Lauderdale,FL,275200,62400,126600,278300,356500,435900
33418,26.872713,-80.165712,Palm Beach Gardens,Palm Beach,Miami-Fort Lauderdale,FL,400500,152100,219800,376800,588000,747000
33428,26.352906,-80.207938,Boca Raton,Palm Beach,Miami-Fort Lauderdale,FL,268100,93500,135300,278000,410000,560700
33431,26.37476,-80.1062,Boca Raton,Palm Beach,Miami-Fort Lauderdale,FL,359600,107000,284200,389700,574600,1411500
33432,26.343902,-80.082735,Boca Raton,Palm Beach,Miami-Fort Lauderdale,FL,503300,190600,345000,897100,1721500,3459600
33435,26.525785,-80.061367,Boynton Beach,Palm Beach,Miami-Fort Lauderdale,FL,151800,74500,138900,234800,408500,1685400
33446,26.450443,-80.186185,Delray Beach,Palm Beach,Miami-Fort Lauderdale,FL,164600,46400,113000,334400,613800,916800
33458,26.936558,-80.131851,Jupiter,Palm Beach,Miami-Fort Lauderdale,FL,318900,132700,189300,334500,535100,668300
33463,26.59324,-80.128244,Greenacres,Palm Beach,Miami-Fort Lauderdale,FL,198600,57500,101300,229800,302400,376900
33467,26.596362,-80.175602,Greenacres,Palm Beach,Miami-Fort Lauderdale,FL,278900,58300,87500,295100,377500,463600
33511,27.909778,-82.295738,Brandon,Hillsborough,Tampa,FL,198600,62500,123300,187400,237000,346800
33527,27.973749,-82.212806,Dover,Hillsborough,Tampa,FL,234700,90900,140600,216300,293600,332200
33558,28.165483,-82.511234,Lutz,Hillsborough,Tampa,FL,342900,83700,129600,284800,401100,470100
33563,28.017222,-82.124953,Plant City,Hillsborough,Tampa,FL,131400,78600,99200,147100,194900,268800
33584,28.005479,-82.2943,Seffner,Hillsborough,Tampa,FL,176700,83600,141300,170000,229100,352100
33604,28.017154,-82.45535,Tampa,Hillsborough,Tampa,FL,142000,80400,130600,169900,184500,240700
33606,27.917452,-82.452279,Tampa,Hillsborough,Tampa,FL,435600,167600,328800,466700,858200,1353400
33609,27.944272,-82.517675,Tampa,Hillsborough,Tampa,FL,299500,131000,226700,377700,762200,1184000
33611,27.891345,-82.505665,Tampa,Hillsborough,Tampa,FL,240700,118700,190100,277800,569200,948900
33612,28.050827,-82.449573,Tampa,Hillsborough,Tampa,FL,130700,61300,111900,158400,212200,394000
